7, 5, 55
14, 5, 46
10, 5, 57
12, 7, 57
10, 5, 55
14, 5, 48
6, 3, 41
11, 7, 53
8, 5, 45
7, 5, 58
8, 3, 47
6, 6, 49
10, 3, 58
9, 6, 56
12, 5, 45
11, 3, 48
10, 6, 47
9, 5, 54
12, 5, 45
14, 3, 50
13, 3, 44
12, 4, 54
14, 5, 53
6, 3, 50
11, 4, 43
10, 4, 41
11, 7, 49
13, 5, 44
10, 6, 46
13, 6, 42
14, 7, 53
12, 7, 58
12, 3, 54
6, 4, 45
8, 6, 50
14, 4, 47
9, 5, 41
11, 6, 53
7, 3, 54
12, 5, 50
12, 4, 59
12, 5, 50
9, 5, 59
10, 3, 49
10, 4, 54
12, 7, 44
12, 5, 53
14, 7, 54
10, 4, 41
9, 4, 54
13, 5, 53
10, 5, 49
11, 5, 55
12, 7, 49
12, 7, 54
11, 3, 56
10, 4, 41
7, 5, 58
13, 6, 41
12, 7, 43
9, 7, 48
11, 3, 47
14, 5, 55
11, 4, 54
8, 6, 57
10, 5, 46
11, 7, 50
13, 5, 56
13, 4, 52
12, 7, 46
9, 7, 50
12, 6, 55
9, 5, 43
10, 6, 43
6, 3, 57
10, 4, 47
14, 4, 52
8, 5, 53
14, 3, 55
13, 3, 51
9, 5, 52
9, 5, 48
7, 3, 43
13, 5, 57
10, 4, 55
11, 7, 50
8, 5, 50
10, 7, 43
14, 6, 44
6, 3, 43
10, 7, 46
6, 5, 50
9, 5, 51
13, 6, 43
14, 6, 54
13, 6, 56
12, 7, 57
14, 3, 46
8, 4, 54
6, 6, 56
9, 7, 59
7, 6, 49
10, 4, 53
10, 5, 52
12, 5, 55
10, 7, 58
14, 7, 55
12, 5, 48
10, 3, 51
6, 5, 47
8, 4, 44
9, 4, 45
6, 3, 46
7, 4, 52
13, 5, 57
12, 4, 48
7, 6, 48
10, 3, 57
11, 5, 43
6, 4, 50
11, 4, 49
11, 7, 43
10, 3, 46
11, 5, 52
13, 3, 59
13, 6, 54
11, 7, 43
13, 4, 42
8, 6, 52
12, 4, 58
14, 5, 56
7, 3, 50
9, 5, 42
12, 4, 54
12, 4, 53
14, 5, 58
11, 6, 53
14, 7, 58
13, 5, 59
8, 5, 43
10, 5, 48
11, 5, 57
12, 6, 50
8, 5, 45
8, 5, 45
8, 5, 54
8, 7, 49
10, 6, 53
8, 7, 56
11, 6, 52
7, 5, 49
9, 6, 59
12, 4, 45
12, 6, 59
12, 4, 46
10, 4, 54
10, 7, 58
11, 3, 52
10, 4, 48
12, 5, 47
12, 7, 50
9, 5, 43
9, 6, 44
11, 5, 47
8, 7, 42
10, 6, 50
8, 7, 44
10, 3, 47
6, 6, 43
13, 6, 51
9, 5, 59
7, 5, 42
14, 5, 54
8, 4, 52
8, 5, 49
10, 7, 48
10, 5, 46
14, 4, 53
10, 3, 49
9, 4, 48
9, 6, 42
6, 5, 47
14, 7, 43
10, 6, 55
10, 3, 46
10, 4, 55
13, 7, 47
11, 3, 45
10, 4, 50
7, 5, 49
11, 6, 59
14, 4, 57
12, 5, 59
11, 3, 50
7, 5, 51
13, 3, 48
9, 7, 57
11, 4, 54
8, 5, 53
8, 6, 44
8, 5, 42
8, 7, 41
11, 5, 53
12, 3, 44
6, 3, 52
12, 6, 52
9, 7, 54
12, 7, 47
14, 5, 41
7, 7, 51
13, 4, 55
10, 5, 48
7, 3, 55
10, 4, 50
8, 4, 49
11, 4, 53
10, 5, 57
9, 5, 52
7, 4, 58
7, 4, 48
11, 5, 50
7, 5, 47
7, 4, 57
6, 3, 41
12, 4, 50
12, 4, 45
10, 5, 47
7, 5, 57
13, 7, 55
8, 6, 59
6, 5, 43
6, 3, 50
7, 4, 41
9, 7, 47
10, 5, 45
8, 4, 51
9, 3, 45
14, 5, 47
11, 6, 53
7, 3, 42
14, 5, 56
8, 4, 51
7, 5, 48
7, 7, 53
6, 3, 59
8, 4, 45
10, 6, 57
13, 5, 47
10, 4, 44
9, 5, 47
14, 5, 43
14, 3, 51
13, 6, 42
10, 3, 54
14, 5, 44
9, 7, 51
8, 5, 55
7, 5, 53
10, 3, 43
12, 3, 47
8, 5, 53
7, 7, 51
10, 3, 59
10, 6, 49
11, 5, 55
6, 5, 57
13, 5, 44
10, 4, 58
10, 7, 56
10, 5, 44
13, 7, 47
11, 7, 41
13, 7, 43
11, 5, 46
6, 5, 56
13, 3, 53
14, 5, 50
9, 3, 45
9, 6, 51
9, 7, 42
7, 7, 43
6, 5, 55
7, 5, 44
9, 5, 58
8, 7, 46
8, 5, 45
12, 5, 50
6, 6, 46
13, 3, 43
12, 5, 48
7, 3, 58
10, 7, 51
11, 4, 58
9, 5, 50
13, 4, 45
13, 5, 41
8, 3, 53
7, 6, 47
6, 6, 49
6, 7, 42
6, 3, 43
10, 3, 44
10, 7, 45
10, 5, 51
14, 5, 43
10, 4, 58
12, 6, 53
14, 3, 52
6, 5, 45
10, 5, 41
7, 6, 47
9, 5, 56
9, 4, 42
7, 5, 58
9, 5, 54
9, 5, 52
13, 5, 48
9, 6, 44
11, 6, 45
7, 5, 54
13, 5, 42
10, 3, 42
9, 5, 56
6, 4, 59
7, 4, 41
13, 5, 53
14, 5, 57
10, 5, 43
13, 6, 47
10, 6, 42
12, 5, 47
9, 3, 50
14, 3, 46
11, 5, 54
13, 5, 50
9, 7, 51
11, 6, 53
10, 4, 55
14, 5, 48
11, 4, 43
10, 7, 54
8, 4, 55
9, 5, 47
13, 5, 43
6, 5, 44
9, 6, 57
7, 5, 41
9, 5, 50
7, 5, 42
10, 6, 50
11, 3, 44
10, 3, 52
6, 5, 46
13, 5, 49
13, 6, 51
9, 4, 57
10, 5, 41
13, 6, 56
14, 3, 50
6, 5, 46
13, 5, 44
10, 3, 42
9, 6, 58
10, 6, 45
7, 3, 50
11, 3, 59
14, 5, 59
6, 6, 53
10, 5, 49
11, 7, 41
14, 7, 41
10, 5, 59
10, 5, 48
7, 7, 41
8, 7, 50
13, 3, 56
7, 5, 57
9, 5, 51
10, 5, 54
12, 5, 59
10, 5, 55
10, 5, 55
9, 6, 48
6, 3, 47
10, 7, 59
13, 3, 42
10, 7, 59
12, 3, 41
12, 3, 59
10, 5, 48
7, 5, 42
8, 5, 43
13, 3, 47
7, 5, 41
10, 6, 52
10, 4, 51
12, 4, 47
14, 7, 57
13, 5, 47
14, 4, 53
8, 5, 47
6, 4, 56
9, 6, 42
11, 3, 54
7, 3, 41
10, 6, 56
6, 5, 51
8, 3, 49
6, 5, 47
10, 7, 42
13, 6, 55
12, 7, 44
9, 5, 42
7, 5, 53
11, 3, 55
12, 5, 44
12, 6, 56
14, 3, 48
11, 5, 42
7, 3, 57
8, 5, 42
6, 6, 53
12, 7, 41
14, 5, 48
9, 6, 43
14, 5, 43
13, 5, 58
11, 5, 47
9, 7, 44
10, 6, 59
11, 5, 45
12, 3, 54
7, 4, 56
13, 4, 49
10, 5, 50
8, 3, 43
13, 3, 46
14, 4, 52
14, 4, 44
10, 5, 53
10, 4, 50
14, 4, 46
8, 4, 42
10, 5, 58
6, 6, 48
11, 4, 41
12, 3, 52
7, 5, 52
6, 5, 50
11, 4, 42
13, 5, 56
10, 3, 47
9, 5, 53
11, 3, 54
10, 7, 42
10, 3, 47
7, 4, 50
10, 4, 42
6, 7, 53
12, 7, 46
13, 5, 48
10, 5, 56
8, 6, 44
10, 7, 42
10, 3, 54
8, 3, 52
9, 5, 51
14, 4, 57
10, 3, 49
8, 6, 43
11, 5, 58
8, 7, 44
12, 7, 52
6, 7, 55
7, 6, 50
10, 5, 42
10, 7, 43
11, 5, 54
10, 5, 49
10, 5, 46
11, 5, 52
11, 6, 42
10, 5, 54
13, 6, 55
14, 5, 54
14, 5, 49
12, 3, 45
8, 6, 43
12, 6, 51
12, 4, 54
12, 4, 50
11, 6, 57
6, 7, 52
9, 5, 58
10, 7, 42
7, 4, 50
7, 3, 48
7, 7, 50
8, 5, 57
13, 4, 45
13, 5, 46
13, 5, 42
8, 4, 50
9, 4, 44
9, 5, 48
10, 6, 55
12, 5, 53
8, 4, 56
9, 5, 57
9, 3, 59
7, 5, 44
14, 6, 57
8, 6, 48
9, 7, 42
7, 4, 52
13, 4, 52
9, 4, 47
13, 5, 56
9, 7, 50
8, 3, 46
8, 7, 53
6, 5, 54
10, 7, 59
11, 7, 58
8, 4, 51
12, 7, 48
6, 7, 55
14, 5, 42
11, 5, 51
7, 3, 44
7, 7, 47
6, 7, 49
7, 7, 55
12, 7, 43
10, 7, 49
6, 5, 41
10, 4, 50
12, 3, 52
12, 3, 54
7, 4, 43
14, 4, 45
10, 7, 54
13, 4, 41
10, 3, 57
6, 5, 54
10, 5, 50
10, 3, 49
13, 7, 53
14, 3, 55
14, 6, 57
12, 5, 56
13, 5, 49
10, 4, 48
13, 3, 49
7, 3, 54
9, 5, 49
10, 5, 56
7, 5, 49
6, 4, 49
14, 4, 46
8, 6, 50
13, 5, 48
9, 3, 52
11, 5, 50
13, 3, 44
12, 6, 55
12, 6, 54
14, 3, 58
7, 6, 46
10, 3, 45
8, 3, 59
11, 7, 57
11, 4, 57
10, 6, 50
6, 4, 52
9, 7, 42
6, 3, 48
9, 5, 55
9, 5, 50
6, 6, 59
10, 5, 59
8, 6, 55
9, 4, 52
13, 6, 43
14, 5, 47
9, 7, 55
11, 7, 56
7, 7, 49
9, 5, 43
7, 4, 45
9, 6, 54
12, 7, 55
10, 4, 52
13, 6, 57
9, 5, 55
10, 5, 53
12, 5, 41
12, 7, 51
6, 5, 50
10, 5, 43
13, 6, 48
7, 7, 55
9, 5, 45
12, 7, 53
12, 5, 54
9, 4, 41
8, 5, 48
7, 7, 57
13, 3, 56
12, 7, 53
6, 7, 55
12, 6, 47
11, 4, 50
7, 4, 41
10, 4, 49
10, 3, 56
13, 3, 55
14, 3, 52
7, 7, 50
10, 5, 59
10, 7, 51
10, 7, 50
10, 7, 48
10, 7, 49
13, 3, 45
10, 5, 48
8, 7, 58
8, 3, 56
10, 5, 50
10, 5, 42
10, 6, 45
11, 7, 59
12, 5, 54
7, 4, 46
9, 4, 56
8, 6, 46
14, 7, 53
6, 7, 52
7, 4, 55
6, 5, 55
14, 4, 54
13, 3, 52
10, 3, 41
7, 3, 58
12, 5, 50
12, 5, 58
11, 5, 54
13, 5, 46
9, 5, 58
14, 5, 52
12, 4, 55
6, 4, 48
14, 5, 43
10, 3, 53
10, 5, 45
13, 6, 52
10, 3, 48
10, 5, 54
7, 5, 56
6, 6, 53
8, 6, 50
11, 6, 41
7, 7, 53
12, 5, 50
9, 7, 45
8, 4, 58
7, 7, 53
12, 6, 54
6, 6, 56
14, 4, 41
10, 6, 47
14, 6, 43
10, 7, 46
11, 6, 58
13, 3, 53
10, 5, 54
12, 7, 54
13, 5, 58
10, 3, 53
12, 5, 42
12, 6, 46
13, 3, 53
6, 4, 57
11, 5, 48
13, 3, 49
11, 7, 57
8, 4, 45
9, 4, 47
14, 7, 59
9, 7, 55
9, 5, 57
9, 5, 56
7, 4, 45
6, 7, 48
9, 6, 55
13, 4, 51
10, 7, 43
10, 6, 42
9, 6, 58
10, 5, 59
13, 5, 50
13, 6, 51
10, 5, 56
9, 3, 48
9, 7, 41
8, 6, 58
7, 5, 56
7, 6, 51
9, 5, 51
10, 7, 46
10, 4, 57
6, 6, 46
11, 7, 47
10, 7, 55
8, 4, 49
14, 3, 51
7, 6, 54
10, 5, 43
8, 6, 52
9, 5, 51
13, 7, 54
9, 7, 47
13, 7, 49
11, 7, 47
12, 3, 50
6, 6, 54
7, 5, 45
6, 6, 47
7, 6, 56
14, 4, 51
10, 6, 53
8, 4, 59
9, 3, 55
9, 5, 58
8, 6, 47
8, 5, 50
14, 7, 57
10, 7, 58
7, 7, 50
14, 6, 45
11, 7, 48
13, 5, 46
11, 5, 53
12, 6, 50
11, 7, 51
10, 6, 59
7, 3, 41
10, 4, 48
10, 4, 55
10, 4, 50
6, 3, 51
13, 3, 48
10, 4, 57
14, 4, 50
14, 4, 51
11, 6, 44
13, 4, 42
8, 4, 52
7, 5, 49
7, 5, 56
7, 5, 44
12, 3, 45
7, 6, 42
10, 3, 41
7, 3, 51
10, 4, 50
13, 3, 43
10, 7, 45
10, 3, 48
10, 6, 46
10, 4, 52
8, 4, 46
8, 5, 50
8, 3, 48
7, 3, 51
13, 7, 48
13, 5, 48
14, 7, 52
12, 7, 50
9, 6, 59
9, 4, 58
9, 4, 57
9, 7, 52
6, 4, 58
8, 5, 53
13, 6, 46
12, 4, 58
10, 5, 57
7, 3, 45
7, 4, 44
10, 5, 57
7, 7, 45
10, 4, 59
7, 5, 41
9, 5, 59
13, 5, 48
6, 7, 53
13, 5, 46
6, 4, 56
11, 3, 47
10, 6, 52
11, 6, 46
10, 4, 59
11, 3, 45
7, 4, 51
14, 4, 50
14, 6, 41
12, 6, 51
7, 7, 49
8, 6, 53
10, 3, 54
9, 5, 45
7, 3, 53
11, 4, 55
8, 4, 48
10, 3, 51
11, 3, 49
6, 5, 43
13, 6, 58
8, 4, 57
14, 7, 54
11, 6, 58
7, 7, 50
10, 7, 56
9, 5, 55
14, 6, 52
13, 6, 44
11, 7, 44
9, 7, 45
10, 5, 43
13, 6, 52
6, 7, 50
14, 5, 42
10, 6, 53
10, 5, 42
6, 3, 42
10, 4, 59
8, 4, 45
13, 4, 49
12, 4, 51
6, 5, 49
10, 5, 57
13, 3, 49
7, 5, 59
12, 5, 46
8, 5, 49
12, 7, 54
13, 3, 58
12, 7, 42
8, 4, 52
12, 4, 43
12, 5, 47
14, 6, 56
9, 3, 44
10, 6, 46
7, 5, 56
12, 3, 44
14, 4, 50
14, 3, 44
6, 7, 43
12, 4, 50
12, 6, 47
7, 5, 44
14, 5, 53
13, 7, 49
10, 7, 55
11, 4, 45
11, 4, 47
10, 3, 46
14, 5, 45
10, 5, 43
9, 6, 54
11, 7, 49
9, 3, 43
9, 7, 53
8, 5, 55
10, 4, 41
9, 3, 53
10, 5, 59
7, 5, 50
14, 7, 59
13, 4, 50
6, 5, 57
10, 3, 53
13, 5, 45
11, 4, 48
7, 7, 43
9, 4, 44
11, 3, 53
11, 5, 55
14, 4, 51
10, 4, 42
9, 3, 48
9, 7, 51
10, 6, 48
13, 3, 49
8, 5, 46
8, 6, 50
10, 5, 54
10, 4, 50
7, 3, 45
12, 5, 55
7, 5, 58
7, 4, 45
10, 5, 58
6, 5, 43
8, 5, 44
11, 6, 45
9, 4, 41
10, 5, 57
11, 7, 47
10, 7, 56
9, 7, 57
10, 3, 50
14, 5, 43
13, 7, 47
13, 3, 44
11, 7, 49
11, 4, 43
9, 6, 49
7, 3, 47
9, 5, 54
14, 5, 44
10, 4, 50
8, 6, 48
12, 7, 46
12, 3, 48
11, 4, 58
7, 4, 47
12, 7, 55
7, 3, 57
14, 3, 42
12, 5, 56
8, 3, 41
8, 6, 56
7, 5, 54
7, 5, 42
8, 4, 56
6, 5, 43
8, 5, 52
9, 4, 53
14, 6, 52
14, 5, 54
11, 3, 50
6, 3, 46
13, 4, 51
6, 5, 46
10, 5, 53
13, 4, 51
13, 5, 52
10, 3, 54
12, 4, 48
11, 7, 47
11, 6, 48
14, 3, 55
10, 4, 55
7, 6, 48
13, 6, 59
6, 4, 42
10, 5, 58
7, 6, 41
10, 6, 49
14, 5, 59
9, 3, 57
14, 7, 42
8, 5, 57
10, 3, 44
11, 4, 44
12, 6, 48
9, 6, 50
11, 7, 43
10, 7, 50
12, 7, 46
8, 5, 41
9, 6, 45
14, 7, 42
9, 3, 55
12, 4, 50
10, 3, 50
14, 5, 50
14, 6, 44
10, 7, 44
9, 7, 58
7, 7, 55
14, 3, 41
14, 6, 54
9, 6, 51
14, 5, 52
8, 5, 56
7, 5, 44
10, 7, 53
10, 7, 45
6, 5, 51
13, 7, 51
11, 5, 41
12, 3, 45
10, 6, 50
6, 3, 52
12, 5, 53
8, 6, 57
10, 5, 44
7, 5, 58
14, 4, 42
12, 5, 54
12, 4, 52
9, 5, 50
13, 5, 48
13, 6, 47
9, 7, 46
10, 5, 49
9, 4, 50
13, 4, 47
6, 3, 58
8, 3, 57
10, 4, 44
14, 3, 52
9, 3, 43
11, 5, 58
14, 3, 50
9, 5, 45
13, 6, 55
10, 4, 45
7, 5, 57
7, 4, 53
11, 7, 49
14, 5, 58
14, 7, 45
8, 3, 59
13, 5, 46
9, 7, 54
10, 6, 54
10, 7, 48
10, 5, 50
10, 5, 58
11, 3, 50
10, 6, 50
6, 5, 59
12, 6, 45
13, 4, 50
10, 5, 50
11, 4, 48
10, 4, 46
13, 5, 47
9, 5, 54
9, 4, 56
11, 4, 42
7, 5, 41
8, 5, 49
7, 7, 56
9, 5, 58
10, 4, 43
10, 5, 58
14, 5, 52
14, 7, 52
9, 5, 44
12, 4, 59
14, 6, 54
11, 5, 44
11, 3, 43
8, 4, 41
11, 7, 58
10, 4, 42
13, 4, 54
12, 5, 41
7, 5, 59
7, 5, 55
10, 5, 44
6, 6, 45
8, 5, 59
9, 5, 41
14, 7, 52
11, 7, 52
12, 3, 51
9, 3, 44
7, 5, 46
6, 3, 48
14, 7, 50
14, 7, 50
10, 6, 54
10, 6, 44
13, 3, 52
9, 3, 50
10, 4, 57
12, 5, 45
11, 7, 51
10, 4, 49
14, 5, 48
10, 5, 48
11, 4, 44
7, 5, 55
6, 3, 53
10, 6, 53
6, 3, 41
10, 3, 55
7, 3, 58
13, 3, 53
10, 3, 54
6, 4, 54
8, 3, 44
7, 4, 55
7, 3, 49
7, 3, 50
7, 5, 41
13, 6, 54
10, 5, 59
11, 4, 43
10, 6, 51
13, 3, 41
6, 7, 57
8, 7, 46
10, 5, 50
14, 4, 56
13, 3, 54
10, 3, 43
10, 5, 55
14, 3, 42
6, 5, 54
12, 7, 42
8, 3, 53
10, 4, 52
6, 5, 54
7, 7, 42
10, 5, 41
11, 5, 54
8, 7, 52
8, 6, 59
9, 5, 50
9, 6, 45
10, 7, 54
10, 4, 50
8, 6, 43
10, 3, 56
8, 6, 48
9, 5, 42
10, 7, 51
6, 4, 45
13, 7, 46
11, 6, 58
10, 5, 44
12, 7, 44
13, 5, 49
10, 3, 57
11, 3, 55
10, 4, 41
10, 5, 50
9, 7, 54
10, 3, 48
7, 6, 50
14, 5, 44
10, 7, 57
13, 4, 51
10, 3, 55
12, 5, 53
14, 4, 42
6, 3, 41
9, 3, 46
9, 5, 45
14, 5, 41
10, 4, 57
12, 3, 41
10, 7, 50
10, 4, 50
14, 5, 46
11, 5, 53
9, 3, 55
13, 5, 49
11, 6, 46
11, 7, 50
8, 6, 50
6, 3, 55
14, 3, 53
6, 5, 53
6, 7, 55
14, 4, 43
11, 4, 41
8, 4, 47
13, 5, 54
10, 7, 52
8, 5, 59
9, 3, 43
13, 6, 58
6, 7, 48
12, 7, 59
8, 6, 50
14, 4, 45
7, 4, 45
10, 4, 43
7, 7, 44
9, 6, 53
10, 5, 54
10, 3, 42
10, 3, 44
12, 5, 52
7, 7, 42
6, 7, 48
6, 5, 52
9, 7, 53
11, 7, 57
6, 6, 56
8, 7, 56
14, 5, 52
14, 5, 44
10, 4, 59
10, 5, 49
13, 4, 58
6, 5, 54
10, 6, 45
14, 6, 52
12, 7, 56
9, 5, 52
14, 6, 49
11, 4, 49
6, 5, 46
10, 7, 48
11, 5, 42
8, 5, 44
12, 5, 56
11, 4, 51
7, 3, 55
12, 6, 57
9, 6, 57
8, 6, 54
11, 7, 57
6, 3, 56
6, 5, 45
9, 5, 50
6, 6, 52
7, 4, 55
14, 5, 59
6, 5, 44
6, 4, 52
13, 5, 48
11, 6, 57
8, 3, 46
8, 6, 52
12, 5, 51
12, 5, 41
12, 3, 53
11, 7, 50
13, 7, 44
14, 5, 51
13, 5, 59
12, 7, 46
8, 3, 58
9, 5, 46
8, 3, 51
13, 4, 53
14, 7, 52
10, 5, 50
14, 5, 50
6, 5, 49
12, 4, 45
6, 6, 41
10, 3, 50
9, 5, 50
14, 5, 53
6, 3, 46
11, 6, 57
9, 6, 59
11, 7, 41
10, 3, 42
12, 3, 56
14, 5, 53
14, 4, 41
7, 3, 53
8, 4, 53
13, 3, 54
11, 7, 51
10, 6, 47
8, 5, 45
10, 7, 55
8, 6, 55
11, 6, 42
13, 3, 52
14, 6, 55
6, 3, 45
7, 5, 55
12, 5, 42
8, 6, 41
14, 4, 54
8, 6, 52
9, 6, 53
12, 5, 55
14, 7, 42
7, 3, 51
10, 3, 47
10, 7, 41
14, 5, 54
13, 5, 50
6, 7, 58
14, 7, 58
6, 5, 48
11, 5, 41
7, 4, 50
6, 7, 41
12, 6, 53
12, 7, 58
9, 7, 45
9, 4, 45
12, 3, 49
11, 6, 57
10, 6, 54
11, 3, 59
11, 6, 54
6, 5, 44
7, 5, 58
7, 4, 49
10, 6, 56
9, 6, 49
11, 5, 45
13, 5, 48
9, 4, 46
12, 3, 50
6, 5, 44
9, 3, 50
14, 4, 46
12, 3, 45
13, 7, 45
7, 3, 58
10, 5, 56
7, 5, 48
10, 7, 53
13, 5, 59
13, 5, 49
10, 3, 55
9, 3, 50
8, 4, 46
13, 5, 53
7, 4, 54
14, 6, 45
13, 5, 49
6, 5, 55
14, 7, 56
9, 3, 58
12, 7, 44
10, 3, 57
11, 6, 56
13, 5, 44
10, 6, 42
10, 5, 45
12, 3, 43
11, 5, 51
9, 6, 48
8, 3, 50
10, 3, 44
6, 5, 42
14, 4, 48
12, 5, 53
6, 6, 46
7, 4, 52
8, 7, 54
14, 7, 56
14, 6, 52
13, 6, 49
6, 6, 51
6, 5, 48
12, 7, 56
8, 5, 56
14, 5, 46
6, 6, 56
14, 6, 41
8, 5, 53
13, 6, 58
8, 5, 52
6, 7, 58
10, 6, 52
7, 5, 51
13, 5, 51
10, 7, 45
13, 3, 50
12, 6, 50
14, 5, 44
12, 6, 51
12, 5, 44
8, 3, 53
6, 4, 41
13, 5, 58
14, 7, 47
14, 6, 52
7, 3, 55
9, 3, 44
7, 5, 41
10, 6, 50
8, 3, 59
13, 4, 54
6, 5, 48
11, 5, 41
8, 5, 56
14, 4, 59
7, 6, 58
7, 6, 41
11, 5, 41
14, 7, 53
7, 4, 53
12, 3, 56
10, 6, 57
14, 6, 44
8, 5, 57
13, 7, 41
14, 4, 56
7, 5, 56
6, 5, 58
10, 3, 50
11, 6, 58
6, 5, 59
14, 5, 48
10, 5, 48
7, 6, 56
7, 5, 42
6, 5, 52
9, 3, 43
12, 5, 58
14, 7, 47
12, 5, 51
13, 3, 46
14, 4, 45
11, 5, 45
6, 6, 57
13, 5, 50
10, 7, 47
11, 3, 50
8, 4, 58
7, 5, 45
12, 5, 54
7, 3, 46
14, 5, 43
8, 4, 41
13, 5, 51
13, 3, 52
7, 5, 44
14, 5, 56
12, 3, 48
11, 4, 41
8, 3, 59
10, 5, 45
10, 6, 42
10, 5, 56
6, 5, 49
14, 6, 53
10, 3, 44
7, 6, 57
9, 4, 59
7, 4, 56
13, 6, 56
11, 3, 50
12, 4, 55
10, 4, 52
12, 6, 52
12, 3, 42
10, 7, 50
7, 6, 44
10, 3, 46
8, 3, 46
10, 4, 44
12, 5, 51
12, 6, 50
9, 4, 43
6, 6, 44
10, 6, 43
6, 5, 48
8, 5, 58
10, 7, 57
7, 5, 48
7, 5, 52
11, 5, 52
9, 5, 50
6, 7, 57
13, 5, 57
6, 5, 50
10, 6, 52
10, 5, 57
10, 6, 45
11, 7, 51
7, 7, 48
11, 6, 51
11, 5, 41
10, 4, 42
14, 6, 44
11, 7, 45
6, 7, 48
12, 4, 54
10, 5, 48
12, 7, 50
7, 3, 50
9, 5, 43
6, 5, 53
8, 3, 56
9, 5, 45
7, 3, 52
6, 4, 53
11, 5, 48
7, 4, 50
13, 4, 43
11, 7, 49
9, 5, 49
11, 6, 50
10, 3, 56
